Breed,Disease,Disorder,Recommended Recipes
irish wolfhound,Retinal dysplasia,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
irish wolfhound,Corneal dystrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
irish wolfhound,Gastric dilatation-volvulus,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
irish wolfhound,Portosystemic shunt,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
irish wolfhound,Cervical vertebral instability (Wobbler syndrome),Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
irish wolfhound,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
irish wolfhound,Hip dysplasia,Inherited musculoskeletal disorders,"Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Multi-Benefit Puppy Medium Dry Food"
irish wolfhound,Cervical vertebral instability (Wobbler syndrome),Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
japanese chin,Mitral valve dysplasia,Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
japanese chin,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
japanese chin,Entropion,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
japanese chin,Corneal dystrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
japanese chin,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
keeshond,Patent ductus arteriosus (PDA),Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
keeshond,Tetralogy of Fallot,Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
keeshond,Ventricular septal defect (VSD),Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
keeshond,Diabetes mellitus,Inherited endocrine disorders,"w/d Dry Dog Food with Chicken, w/d Wet Dog Food with Chicken, i/d Low Fat Digestive Care Dog Food"
keeshond,Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Inherited endocrine disorders,"Gastrointestinal Biome Dry Dog Food, Gastrointestinal Biome Wet Dog Food, Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag"
keeshond,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
keeshond,Glaucoma,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
keeshond,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
keeshond,Hip dysplasia,Inherited musculoskeletal disorders,"Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Multi-Benefit Puppy Medium Dry Food"
keeshond,Idiopathic epilepsy,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
keeshond,Cutaneous asthenia (Ehlers-Danlos syndrome),Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
keeshond,Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Inherited skin disorders,"Gastrointestinal Biome Dry Dog Food, Gastrointestinal Biome Wet Dog Food, Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag"
kerry blue terrier,Coagulation (bleeding) disorders,Inherited blood disorders,"u/d Chicken Flavor Wet Dog Food, w/d Multi-Benefit Chicken Flavor Wet Dog Food, u/d Dry Dog Food"
kerry blue terrier,von Willebrand's disease,Inherited blood disorders,"u/d Chicken Flavor Wet Dog Food, w/d Multi-Benefit Chicken Flavor Wet Dog Food, u/d Dry Dog Food"
kerry blue terrier,Patent ductus arteriosus (PDA),Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
kerry blue terrier,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
kerry blue terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Inherited eye disorders,"Derm Complete Rice & Egg Recipe Dry Dog Food, Derm Complete Puppy Dry Dog Food Original, Derm Complete Dry Dog Food Original"
kerry blue terrier,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
kerry blue terrier,Hip dysplasia,Inherited musculoskeletal disorders,"Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Multi-Benefit Puppy Medium Dry Food"
kerry blue terrier,Cerebellar abiotrophy(ataxia),Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
kerry blue terrier,dermoid sinus,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
komondor,Gastric dilatation-volvulus,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
komondor,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
komondor,Hip dysplasia,Inherited musculoskeletal disorders,"Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Multi-Benefit Puppy Medium Dry Food"
kuvasz,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
kuvasz,Hip dysplasia,Inherited musculoskeletal disorders,"Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Multi-Benefit Puppy Medium Dry Food"
kuvasz,Deafness,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
kuvasz,Dermatomyositis and ulcerative dermatosis,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
labrador retriever,Hemophilia,Inherited blood disorders,"u/d Chicken Flavor Wet Dog Food, w/d Multi-Benefit Chicken Flavor Wet Dog Food, u/d Dry Dog Food"
labrador retriever,Lymphedema,Inherited blood disorders,"u/d Chicken Flavor Wet Dog Food, w/d Multi-Benefit Chicken Flavor Wet Dog Food, u/d Dry Dog Food"
labrador retriever,Portosystemic shunt,Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Tricuspid valve dysplasia,Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Fanconi syndrome,Inherited disorders of the urinary and reproductive systems,"c/d Multicare Urinary Care Stew for Dog Food with Chicken & added Vegetables Can, c/d Multicare + Metabolic Weight Dry Dog Food, c/d Multicare Dry Dog Food with Chicken Bag"
labrador retriever,Diabetes mellitus,Inherited endocrine disorders,"w/d Dry Dog Food with Chicken, w/d Wet Dog Food with Chicken, i/d Low Fat Digestive Care Dog Food"
labrador retriever,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Ectropion,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Entropion,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Persistent pupillary membranes (PPM),Inherited eye disorders,"l/d Wet Dog Food Original, i/d Low Fat Digestive Care Wet Dog Food Original Can, k/d Kidney Care Wet Dog Food Original Can"
labrador retriever,Retinal dysplasia,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Corneal dystrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
labrador retriever,Cleft lip/palate,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
labrador retriever,Gastric dilatation-volvulus,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
labrador retriever,Portosystemic shunt,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
labrador retriever,Atopy,Inherited immune disorders,"Adult Turkey & Barley Dog Food, Adult Chicken & Barley Entrée Dog Food, Adult Beef & Barley Entrée Dog Food"
labrador retriever,Cervical vertebral instability (Wobbler syndrome),Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Hereditary myopathy - Labrador retriever/Bouviers des Flandres myopathy,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Hip dysplasia,Inherited musculoskeletal disorders,"Adult Healthy Mobility Large Breed Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Adult Healthy Mobility Small Bites Chicken Meal, Brown Rice & Barley Recipe Dog Food   , Multi-Benefit Puppy Medium Dry Food"
labrador retriever,Osteochondrodysplasia - skeletal dwarfism,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Panosteitis,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Cerebellar abiotrophy(ataxia),Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Idiopathic epilepsy,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Leukodystrophies,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Neuroaxonal dystrophy,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,Cervical vertebral instability (Wobbler syndrome),Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
labrador retriever,acral lick dermatitis (lick granuloma),Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
labrador retriever,Atopy,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
